iteration,user_id,chosen_arm_index,model_name,reward,exploration_reward,accuracy_proxy,novelty_score,serendipity_score,alphas,betas,means,success_rates,temperature,exploration_rate
1011,90,1,Popularity_Baseline,0.5,1.0,0.0,0.9,0.0,[855.94   3.18],[ 59.94 121.18],[0.93455475 0.02557092],[0.94519016 0.        ],0.1,0.04994686503719448
1012,319,1,Popularity_Baseline,0.5,1.0,0.0,0.5,0.0,[855.94   3.19],[ 59.94 122.19],[0.93455475 0.02544265],[0.94519016 0.        ],0.1,0.04994686503719448
1013,9,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   3.2 ],[ 59.94 123.2 ],[0.93455475 0.02531646],[0.94519016 0.        ],0.1,0.04994686503719448
1014,517,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   3.21],[ 59.94 124.21],[0.93455475 0.02519228],[0.94519016 0.        ],0.1,0.04994686503719448
1015,443,1,Popularity_Baseline,0.5,1.0,0.0,0.3,0.0,[855.94   3.22],[ 59.94 125.22],[0.93455475 0.02507007],[0.94519016 0.        ],0.1,0.04994686503719448
1016,576,1,Popularity_Baseline,0.5,1.0,0.0,1.0,0.0,[855.94   3.23],[ 59.94 126.23],[0.93455475 0.02494979],[0.94519016 0.        ],0.1,0.04994686503719448
1017,330,1,Popularity_Baseline,0.5,1.0,0.0,0.1,0.0,[855.94   3.24],[ 59.94 127.24],[0.93455475 0.02483139],[0.94519016 0.        ],0.1,0.04994686503719448
1018,339,1,Popularity_Baseline,0.5,1.0,0.0,0.4,0.0,[855.94   3.25],[ 59.94 128.25],[0.93455475 0.02471483],[0.94519016 0.        ],0.1,0.04994686503719448
1019,474,1,Popularity_Baseline,0.0,0.0,0.0,0.0,0.0,[855.94   3.26],[ 59.94 129.26],[0.93455475 0.02460006],[0.94519016 0.        ],0.1,0.04994686503719448
1020,157,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   3.27],[ 59.94 130.27],[0.93455475 0.02448705],[0.94519016 0.        ],0.1,0.04994686503719448
1021,186,1,Popularity_Baseline,0.5,1.0,0.0,0.5,0.0,[855.94   3.28],[ 59.94 131.28],[0.93455475 0.02437574],[0.94519016 0.        ],0.1,0.04994686503719448
1022,414,1,Popularity_Baseline,0.0,0.0,0.0,0.0,0.0,[855.94   3.29],[ 59.94 132.29],[0.93455475 0.02426612],[0.94519016 0.        ],0.1,0.04994686503719448
1023,247,1,Popularity_Baseline,0.0,0.0,0.0,0.0,0.0,[855.94   3.3 ],[ 59.94 133.3 ],[0.93455475 0.02415813],[0.94519016 0.        ],0.1,0.04994686503719448
1024,598,1,Popularity_Baseline,0.5,1.0,0.0,0.9,0.0,[855.94   3.31],[ 59.94 134.31],[0.93455475 0.02405174],[0.94519016 0.        ],0.1,0.04994686503719448
1025,410,1,Popularity_Baseline,0.5,1.0,0.0,0.5,0.0,[855.94   3.32],[ 59.94 135.32],[0.93455475 0.02394691],[0.94519016 0.        ],0.1,0.04994686503719448
1026,130,1,Popularity_Baseline,0.5,1.0,0.0,0.7,0.0,[855.94   3.33],[ 59.94 136.33],[0.93455475 0.02384362],[0.94519016 0.        ],0.1,0.04994686503719448
1027,455,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   3.34],[ 59.94 137.34],[0.93455475 0.02374183],[0.94519016 0.        ],0.1,0.04994686503719448
1028,583,1,Popularity_Baseline,0.5,1.0,0.0,0.7,0.0,[855.94   3.35],[ 59.94 138.35],[0.93455475 0.0236415 ],[0.94519016 0.        ],0.1,0.04994686503719448
1029,386,1,Popularity_Baseline,0.5,1.0,0.0,0.4,0.0,[855.94   3.36],[ 59.94 139.36],[0.93455475 0.0235426 ],[0.94519016 0.        ],0.1,0.04994686503719448
1030,446,1,Popularity_Baseline,0.5,1.0,0.0,0.4,0.0,[855.94   3.37],[ 59.94 140.37],[0.93455475 0.02344511],[0.94519016 0.        ],0.1,0.04994686503719448
1031,439,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   3.38],[ 59.94 141.38],[0.93455475 0.02334899],[0.94519016 0.        ],0.1,0.04994686503719448
1032,86,1,Popularity_Baseline,0.5,1.0,0.0,0.5,0.0,[855.94   3.39],[ 59.94 142.39],[0.93455475 0.02325422],[0.94519016 0.        ],0.1,0.04994686503719448
1033,567,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   3.4 ],[ 59.94 143.4 ],[0.93455475 0.02316076],[0.94519016 0.        ],0.1,0.04994686503719448
1034,167,1,Popularity_Baseline,0.5,1.0,0.0,0.3,0.0,[855.94   3.41],[ 59.94 144.41],[0.93455475 0.0230686 ],[0.94519016 0.        ],0.1,0.04994686503719448
1035,447,1,Popularity_Baseline,0.5,1.0,0.0,0.3,0.0,[855.94   3.42],[ 59.94 145.42],[0.93455475 0.02297769],[0.94519016 0.        ],0.1,0.04994686503719448
1036,522,1,Popularity_Baseline,0.5,1.0,0.0,0.3,0.0,[855.94   3.43],[ 59.94 146.43],[0.93455475 0.02288803],[0.94519016 0.        ],0.1,0.04994686503719448
1037,127,1,Popularity_Baseline,0.5,1.0,0.0,1.0,0.0,[855.94   3.44],[ 59.94 147.44],[0.93455475 0.02279958],[0.94519016 0.        ],0.1,0.04994686503719448
1038,113,1,Popularity_Baseline,0.5,1.0,0.0,0.7,0.0,[855.94   3.45],[ 59.94 148.45],[0.93455475 0.02271231],[0.94519016 0.        ],0.1,0.04994686503719448
1039,106,1,Popularity_Baseline,0.5,1.0,0.0,0.8,0.0,[855.94   3.46],[ 59.94 149.46],[0.93455475 0.02262621],[0.94519016 0.        ],0.1,0.04994686503719448
1040,333,1,Popularity_Baseline,0.5,1.0,0.0,1.0,0.0,[855.94   3.47],[ 59.94 150.47],[0.93455475 0.02254125],[0.94519016 0.        ],0.1,0.04994686503719448
1041,533,1,Popularity_Baseline,0.5,1.0,0.0,0.8,0.0,[855.94   3.48],[ 59.94 151.48],[0.93455475 0.02245741],[0.94519016 0.        ],0.1,0.04994686503719448
1042,400,1,Popularity_Baseline,0.5,1.0,0.0,0.4,0.0,[855.94   3.49],[ 59.94 152.49],[0.93455475 0.02237466],[0.94519016 0.        ],0.1,0.04994686503719448
1043,448,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   3.5 ],[ 59.94 153.5 ],[0.93455475 0.02229299],[0.94519016 0.        ],0.1,0.04994686503719448
1044,53,1,Popularity_Baseline,0.5,1.0,0.0,1.0,0.0,[855.94   3.51],[ 59.94 154.51],[0.93455475 0.02221238],[0.94519016 0.        ],0.1,0.04994686503719448
1045,180,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   3.52],[ 59.94 155.52],[0.93455475 0.0221328 ],[0.94519016 0.        ],0.1,0.04994686503719448
1046,235,1,Popularity_Baseline,0.5,1.0,0.0,0.2,0.0,[855.94   3.53],[ 59.94 156.53],[0.93455475 0.02205423],[0.94519016 0.        ],0.1,0.04994686503719448
1047,250,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   3.54],[ 59.94 157.54],[0.93455475 0.02197666],[0.94519016 0.        ],0.1,0.04994686503719448
1048,138,1,Popularity_Baseline,0.5,1.0,0.0,1.0,0.0,[855.94   3.55],[ 59.94 158.55],[0.93455475 0.02190006],[0.94519016 0.        ],0.1,0.04994686503719448
1049,334,1,Popularity_Baseline,0.5,1.0,0.0,0.3,0.0,[855.94   3.56],[ 59.94 159.56],[0.93455475 0.02182442],[0.94519016 0.        ],0.1,0.04994686503719448
1050,558,1,Popularity_Baseline,0.5,1.0,0.0,0.8,0.0,[855.94   3.57],[ 59.94 160.57],[0.93455475 0.02174973],[0.94519016 0.        ],0.1,0.04994686503719448
1051,353,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   3.58],[ 59.94 161.58],[0.93455475 0.02167595],[0.94519016 0.        ],0.1,0.04994686503719448
1052,27,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   3.59],[ 59.94 162.59],[0.93455475 0.02160308],[0.94519016 0.        ],0.1,0.04994686503719448
1053,211,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   3.6 ],[ 59.94 163.6 ],[0.93455475 0.0215311 ],[0.94519016 0.        ],0.1,0.04994686503719448
1054,333,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   3.61],[ 59.94 164.61],[0.93455475 0.02145999],[0.94519016 0.        ],0.1,0.04994686503719448
1055,338,1,Popularity_Baseline,0.5,1.0,0.0,0.6,0.0,[855.94   3.62],[ 59.94 165.62],[0.93455475 0.02138974],[0.94519016 0.        ],0.1,0.04994686503719448
1056,415,1,Popularity_Baseline,0.5,1.0,0.0,0.3,0.0,[855.94   3.63],[ 59.94 166.63],[0.93455475 0.02132033],[0.94519016 0.        ],0.1,0.04994686503719448
1057,587,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   3.64],[ 59.94 167.64],[0.93455475 0.02125175],[0.94519016 0.        ],0.1,0.04994686503719448
1058,380,1,Popularity_Baseline,0.5,1.0,0.0,0.1,0.0,[855.94   3.65],[ 59.94 168.65],[0.93455475 0.02118398],[0.94519016 0.        ],0.1,0.04994686503719448
1059,222,1,Popularity_Baseline,0.5,1.0,0.0,0.5,0.0,[855.94   3.66],[ 59.94 169.66],[0.93455475 0.02111701],[0.94519016 0.        ],0.1,0.04994686503719448
1060,165,1,Popularity_Baseline,0.5,1.0,0.0,0.7,0.0,[855.94   3.67],[ 59.94 170.67],[0.93455475 0.02105082],[0.94519016 0.        ],0.1,0.04994686503719448
1061,388,1,Popularity_Baseline,0.5,1.0,0.0,1.0,0.0,[855.94   3.68],[ 59.94 171.68],[0.93455475 0.0209854 ],[0.94519016 0.        ],0.1,0.04994686503719448
1062,563,1,Popularity_Baseline,0.5,1.0,0.0,0.9,0.0,[855.94   3.69],[ 59.94 172.69],[0.93455475 0.02092074],[0.94519016 0.        ],0.1,0.04994686503719448
1063,41,1,Popularity_Baseline,0.5,1.0,0.0,0.6,0.0,[855.94   3.7 ],[ 59.94 173.7 ],[0.93455475 0.02085682],[0.94519016 0.        ],0.1,0.04994686503719448
1064,58,1,Popularity_Baseline,0.5,1.0,0.0,0.3,0.0,[855.94   3.71],[ 59.94 174.71],[0.93455475 0.02079363],[0.94519016 0.        ],0.1,0.04994686503719448
1065,587,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   3.72],[ 59.94 175.72],[0.93455475 0.02073116],[0.94519016 0.        ],0.1,0.04994686503719448
1066,49,1,Popularity_Baseline,0.5,1.0,0.0,0.5,0.0,[855.94   3.73],[ 59.94 176.73],[0.93455475 0.0206694 ],[0.94519016 0.        ],0.1,0.04994686503719448
1067,245,1,Popularity_Baseline,0.5,1.0,0.0,1.0,0.0,[855.94   3.74],[ 59.94 177.74],[0.93455475 0.02060833],[0.94519016 0.        ],0.1,0.04994686503719448
1068,409,1,Popularity_Baseline,0.5,1.0,0.0,0.6,0.0,[855.94   3.75],[ 59.94 178.75],[0.93455475 0.02054795],[0.94519016 0.        ],0.1,0.04994686503719448
1069,41,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   3.76],[ 59.94 179.76],[0.93455475 0.02048823],[0.94519016 0.        ],0.1,0.04994686503719448
1070,461,1,Popularity_Baseline,0.5,1.0,0.0,0.3,0.0,[855.94   3.77],[ 59.94 180.77],[0.93455475 0.02042918],[0.94519016 0.        ],0.1,0.04994686503719448
1071,462,1,Popularity_Baseline,0.5,1.0,0.0,0.2,0.0,[855.94   3.78],[ 59.94 181.78],[0.93455475 0.02037077],[0.94519016 0.        ],0.1,0.04994686503719448
1072,117,1,Popularity_Baseline,0.5,1.0,0.0,0.2,0.0,[855.94   3.79],[ 59.94 182.79],[0.93455475 0.020313  ],[0.94519016 0.        ],0.1,0.04994686503719448
1073,234,1,Popularity_Baseline,0.5,1.0,0.0,0.7,0.0,[855.94   3.8 ],[ 59.94 183.8 ],[0.93455475 0.02025586],[0.94519016 0.        ],0.1,0.04994686503719448
1074,569,1,Popularity_Baseline,0.5,1.0,0.0,0.7,0.0,[855.94   3.81],[ 59.94 184.81],[0.93455475 0.02019934],[0.94519016 0.        ],0.1,0.04994686503719448
1075,18,1,Popularity_Baseline,0.0,0.0,0.0,0.0,0.0,[855.94   3.82],[ 59.94 185.82],[0.93455475 0.02014343],[0.94519016 0.        ],0.1,0.04994686503719448
1076,565,1,Popularity_Baseline,0.5,1.0,0.0,0.6,0.0,[855.94   3.83],[ 59.94 186.83],[0.93455475 0.02008811],[0.94519016 0.        ],0.1,0.04994686503719448
1077,60,1,Popularity_Baseline,0.5,1.0,0.0,0.8,0.0,[855.94   3.84],[ 59.94 187.84],[0.93455475 0.02003339],[0.94519016 0.        ],0.1,0.04994686503719448
1078,28,1,Popularity_Baseline,0.0,0.0,0.0,0.0,0.0,[855.94   3.85],[ 59.94 188.85],[0.93455475 0.01997924],[0.94519016 0.        ],0.1,0.04994686503719448
1079,468,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   3.86],[ 59.94 189.86],[0.93455475 0.01992567],[0.94519016 0.        ],0.1,0.04994686503719448
1080,362,1,Popularity_Baseline,0.5,1.0,0.0,0.2,0.0,[855.94   3.87],[ 59.94 190.87],[0.93455475 0.01987265],[0.94519016 0.        ],0.1,0.04994686503719448
1081,436,1,Popularity_Baseline,0.5,1.0,0.0,0.4,0.0,[855.94   3.88],[ 59.94 191.88],[0.93455475 0.01982019],[0.94519016 0.        ],0.1,0.04994686503719448
1082,265,1,Popularity_Baseline,0.5,1.0,0.0,0.3,0.0,[855.94   3.89],[ 59.94 192.89],[0.93455475 0.01976827],[0.94519016 0.        ],0.1,0.04994686503719448
1083,350,1,Popularity_Baseline,0.5,1.0,0.0,0.9,0.0,[855.94   3.9 ],[ 59.94 193.9 ],[0.93455475 0.01971689],[0.94519016 0.        ],0.1,0.04994686503719448
1084,413,1,Popularity_Baseline,0.5,1.0,0.0,0.6,0.0,[855.94   3.91],[ 59.94 194.91],[0.93455475 0.01966603],[0.94519016 0.        ],0.1,0.04994686503719448
1085,123,1,Popularity_Baseline,0.5,1.0,0.0,0.5,0.0,[855.94   3.92],[ 59.94 195.92],[0.93455475 0.01961569],[0.94519016 0.        ],0.1,0.04994686503719448
1086,57,1,Popularity_Baseline,0.5,1.0,0.0,0.1,0.0,[855.94   3.93],[ 59.94 196.93],[0.93455475 0.01956587],[0.94519016 0.        ],0.1,0.04994686503719448
1087,17,1,Popularity_Baseline,0.0,0.0,0.0,0.0,0.0,[855.94   3.94],[ 59.94 197.94],[0.93455475 0.01951654],[0.94519016 0.        ],0.1,0.04994686503719448
1088,227,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   3.95],[ 59.94 198.95],[0.93455475 0.01946772],[0.94519016 0.        ],0.1,0.04994686503719448
1089,87,1,Popularity_Baseline,0.5,1.0,0.0,1.0,0.0,[855.94   3.96],[ 59.94 199.96],[0.93455475 0.01941938],[0.94519016 0.        ],0.1,0.04994686503719448
1090,299,1,Popularity_Baseline,0.5,1.0,0.0,1.0,0.0,[855.94   3.97],[ 59.94 200.97],[0.93455475 0.01937152],[0.94519016 0.        ],0.1,0.04994686503719448
1091,21,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   3.98],[ 59.94 201.98],[0.93455475 0.01932414],[0.94519016 0.        ],0.1,0.04994686503719448
1092,489,1,Popularity_Baseline,0.5,1.0,0.0,0.3,0.0,[855.94   3.99],[ 59.94 202.99],[0.93455475 0.01927722],[0.94519016 0.        ],0.1,0.04994686503719448
1093,29,1,Popularity_Baseline,0.5,1.0,0.0,0.7,0.0,[855.94   4.  ],[ 59.94 204.  ],[0.93455475 0.01923077],[0.94519016 0.        ],0.1,0.04994686503719448
1094,244,1,Popularity_Baseline,0.5,1.0,0.0,0.5,0.0,[855.94   4.01],[ 59.94 205.01],[0.93455475 0.01918477],[0.94519016 0.        ],0.1,0.04994686503719448
1095,301,1,Popularity_Baseline,0.5,1.0,0.0,0.4,0.0,[855.94   4.02],[ 59.94 206.02],[0.93455475 0.01913921],[0.94519016 0.        ],0.1,0.04994686503719448
1096,516,1,Popularity_Baseline,0.5,1.0,0.0,0.8,0.0,[855.94   4.03],[ 59.94 207.03],[0.93455475 0.0190941 ],[0.94519016 0.        ],0.1,0.04994686503719448
1097,385,1,Popularity_Baseline,0.5,1.0,0.0,0.3,0.0,[855.94   4.04],[ 59.94 208.04],[0.93455475 0.01904942],[0.94519016 0.        ],0.1,0.04994686503719448
1098,556,1,Popularity_Baseline,0.5,1.0,0.0,1.0,0.0,[855.94   4.05],[ 59.94 209.05],[0.93455475 0.01900516],[0.94519016 0.        ],0.1,0.04994686503719448
1099,440,1,Popularity_Baseline,0.5,1.0,0.0,1.0,0.0,[855.94   4.06],[ 59.94 210.06],[0.93455475 0.01896133],[0.94519016 0.        ],0.1,0.04994686503719448
1100,342,1,Popularity_Baseline,0.5,1.0,0.0,1.0,0.0,[855.94   4.07],[ 59.94 211.07],[0.93455475 0.01891791],[0.94519016 0.        ],0.1,0.04994686503719448
1101,485,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   4.08],[ 59.94 212.08],[0.93455475 0.01887491],[0.94519016 0.        ],0.1,0.04994686503719448
1102,290,1,Popularity_Baseline,0.5,1.0,0.0,0.5,0.0,[855.94   4.09],[ 59.94 213.09],[0.93455475 0.01883231],[0.94519016 0.        ],0.1,0.04994686503719448
1103,525,1,Popularity_Baseline,0.5,1.0,0.0,0.3,0.0,[855.94   4.1 ],[ 59.94 214.1 ],[0.93455475 0.0187901 ],[0.94519016 0.        ],0.1,0.04994686503719448
1104,320,1,Popularity_Baseline,0.5,1.0,0.0,1.0,0.0,[855.94   4.11],[ 59.94 215.11],[0.93455475 0.01874829],[0.94519016 0.        ],0.1,0.04994686503719448
1105,111,1,Popularity_Baseline,0.5,1.0,0.0,0.5,0.0,[855.94   4.12],[ 59.94 216.12],[0.93455475 0.01870687],[0.94519016 0.        ],0.1,0.04994686503719448
1106,598,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   4.13],[ 59.94 217.13],[0.93455475 0.01866582],[0.94519016 0.        ],0.1,0.04994686503719448
1107,193,1,Popularity_Baseline,0.5,1.0,0.0,0.3,0.0,[855.94   4.14],[ 59.94 218.14],[0.93455475 0.01862516],[0.94519016 0.        ],0.1,0.04994686503719448
1108,477,1,Popularity_Baseline,0.5,1.0,0.0,0.1,0.0,[855.94   4.15],[ 59.94 219.15],[0.93455475 0.01858486],[0.94519016 0.        ],0.1,0.04994686503719448
1109,112,1,Popularity_Baseline,0.5,1.0,0.0,0.4,0.0,[855.94   4.16],[ 59.94 220.16],[0.93455475 0.01854494],[0.94519016 0.        ],0.1,0.04994686503719448
1110,451,1,Popularity_Baseline,0.5,1.0,0.0,0.9,0.0,[855.94   4.17],[ 59.94 221.17],[0.93455475 0.01850537],[0.94519016 0.        ],0.1,0.04994686503719448
1111,52,1,Popularity_Baseline,0.5,1.0,0.0,0.6,0.0,[855.94   4.18],[ 59.94 222.18],[0.93455475 0.01846616],[0.94519016 0.        ],0.1,0.04994686503719448
1112,366,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   4.19],[ 59.94 223.19],[0.93455475 0.0184273 ],[0.94519016 0.        ],0.1,0.04994686503719448
1113,531,1,Popularity_Baseline,0.5,1.0,0.0,0.7,0.0,[855.94   4.2 ],[ 59.94 224.2 ],[0.93455475 0.01838879],[0.94519016 0.        ],0.1,0.04994686503719448
1114,489,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   4.21],[ 59.94 225.21],[0.93455475 0.01835062],[0.94519016 0.        ],0.1,0.04994686503719448
1115,583,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   4.22],[ 59.94 226.22],[0.93455475 0.01831279],[0.94519016 0.        ],0.1,0.04994686503719448
1116,144,1,Popularity_Baseline,0.5,1.0,0.0,0.2,0.0,[855.94   4.23],[ 59.94 227.23],[0.93455475 0.0182753 ],[0.94519016 0.        ],0.1,0.04994686503719448
1117,459,1,Popularity_Baseline,0.5,1.0,0.0,0.8,0.0,[855.94   4.24],[ 59.94 228.24],[0.93455475 0.01823813],[0.94519016 0.        ],0.1,0.04994686503719448
1118,15,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   4.25],[ 59.94 229.25],[0.93455475 0.01820128],[0.94519016 0.        ],0.1,0.04994686503719448
1119,587,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   4.26],[ 59.94 230.26],[0.93455475 0.01816476],[0.94519016 0.        ],0.1,0.04994686503719448
1120,610,1,Popularity_Baseline,0.0,0.0,0.0,0.0,0.0,[855.94   4.27],[ 59.94 231.27],[0.93455475 0.01812856],[0.94519016 0.        ],0.1,0.04994686503719448
1121,480,1,Popularity_Baseline,0.0,0.0,0.0,0.0,0.0,[855.94   4.28],[ 59.94 232.28],[0.93455475 0.01809266],[0.94519016 0.        ],0.1,0.04994686503719448
1122,34,1,Popularity_Baseline,0.5,1.0,0.0,0.5,0.0,[855.94   4.29],[ 59.94 233.29],[0.93455475 0.01805708],[0.94519016 0.        ],0.1,0.04994686503719448
1123,318,1,Popularity_Baseline,0.5,1.0,0.0,0.2,0.0,[855.94   4.3 ],[ 59.94 234.3 ],[0.93455475 0.01802179],[0.94519016 0.        ],0.1,0.04994686503719448
1124,504,1,Popularity_Baseline,0.5,1.0,0.0,0.9,0.0,[855.94   4.31],[ 59.94 235.31],[0.93455475 0.01798681],[0.94519016 0.        ],0.1,0.04994686503719448
1125,275,1,Popularity_Baseline,0.5,1.0,0.0,0.2,0.0,[855.94   4.32],[ 59.94 236.32],[0.93455475 0.01795213],[0.94519016 0.        ],0.1,0.04994686503719448
1126,143,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   4.33],[ 59.94 237.33],[0.93455475 0.01791774],[0.94519016 0.        ],0.1,0.04994686503719448
1127,485,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   4.34],[ 59.94 238.34],[0.93455475 0.01788363],[0.94519016 0.        ],0.1,0.04994686503719448
1128,88,1,Popularity_Baseline,0.5,1.0,0.0,0.8,0.0,[855.94   4.35],[ 59.94 239.35],[0.93455475 0.01784982],[0.94519016 0.        ],0.1,0.04994686503719448
1129,426,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   4.36],[ 59.94 240.36],[0.93455475 0.01781628],[0.94519016 0.        ],0.1,0.04994686503719448
1130,64,1,Popularity_Baseline,0.0,0.0,0.0,0.0,0.0,[855.94   4.37],[ 59.94 241.37],[0.93455475 0.01778302],[0.94519016 0.        ],0.1,0.04994686503719448
1131,573,1,Popularity_Baseline,0.5,1.0,0.0,0.1,0.0,[855.94   4.38],[ 59.94 242.38],[0.93455475 0.01775004],[0.94519016 0.        ],0.1,0.04994686503719448
1132,165,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   4.39],[ 59.94 243.39],[0.93455475 0.01771733],[0.94519016 0.        ],0.1,0.04994686503719448
1133,293,1,Popularity_Baseline,0.5,1.0,0.0,0.9,0.0,[855.94   4.4 ],[ 59.94 244.4 ],[0.93455475 0.01768489],[0.94519016 0.        ],0.1,0.04994686503719448
1134,576,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   4.41],[ 59.94 245.41],[0.93455475 0.01765271],[0.94519016 0.        ],0.1,0.04994686503719448
1135,321,1,Popularity_Baseline,0.5,1.0,0.0,0.6,0.0,[855.94   4.42],[ 59.94 246.42],[0.93455475 0.01762079],[0.94519016 0.        ],0.1,0.04994686503719448
1136,600,1,Popularity_Baseline,0.0,0.0,0.0,0.0,0.0,[855.94   4.43],[ 59.94 247.43],[0.93455475 0.01758914],[0.94519016 0.        ],0.1,0.04994686503719448
1137,152,1,Popularity_Baseline,0.5,1.0,0.0,0.4,0.0,[855.94   4.44],[ 59.94 248.44],[0.93455475 0.01755773],[0.94519016 0.        ],0.1,0.04994686503719448
1138,320,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   4.45],[ 59.94 249.45],[0.93455475 0.01752659],[0.94519016 0.        ],0.1,0.04994686503719448
1139,202,1,Popularity_Baseline,0.5,1.0,0.0,0.1,0.0,[855.94   4.46],[ 59.94 250.46],[0.93455475 0.01749568],[0.94519016 0.        ],0.1,0.04994686503719448
1140,297,1,Popularity_Baseline,0.5,1.0,0.0,0.8,0.0,[855.94   4.47],[ 59.94 251.47],[0.93455475 0.01746503],[0.94519016 0.        ],0.1,0.04994686503719448
1141,120,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   4.48],[ 59.94 252.48],[0.93455475 0.01743462],[0.94519016 0.        ],0.1,0.04994686503719448
1142,434,1,Popularity_Baseline,0.0,0.0,0.0,0.0,0.0,[855.94   4.49],[ 59.94 253.49],[0.93455475 0.01740445],[0.94519016 0.        ],0.1,0.04994686503719448
1143,303,1,Popularity_Baseline,0.5,1.0,0.0,0.6,0.0,[855.94   4.5 ],[ 59.94 254.5 ],[0.93455475 0.01737452],[0.94519016 0.        ],0.1,0.04994686503719448
1144,32,1,Popularity_Baseline,0.5,1.0,0.0,0.5,0.0,[855.94   4.51],[ 59.94 255.51],[0.93455475 0.01734482],[0.94519016 0.        ],0.1,0.04994686503719448
1145,325,1,Popularity_Baseline,0.5,1.0,0.0,0.6,0.0,[855.94   4.52],[ 59.94 256.52],[0.93455475 0.01731535],[0.94519016 0.        ],0.1,0.04994686503719448
1146,54,1,Popularity_Baseline,0.5,1.0,0.0,0.3,0.0,[855.94   4.53],[ 59.94 257.53],[0.93455475 0.01728612],[0.94519016 0.        ],0.1,0.04994686503719448
1147,495,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   4.54],[ 59.94 258.54],[0.93455475 0.01725711],[0.94519016 0.        ],0.1,0.04994686503719448
1148,487,1,Popularity_Baseline,0.5,1.0,0.0,0.6,0.0,[855.94   4.55],[ 59.94 259.55],[0.93455475 0.01722832],[0.94519016 0.        ],0.1,0.04994686503719448
1149,343,1,Popularity_Baseline,0.5,1.0,0.0,0.4,0.0,[855.94   4.56],[ 59.94 260.56],[0.93455475 0.01719976],[0.94519016 0.        ],0.1,0.04994686503719448
1150,461,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   4.57],[ 59.94 261.57],[0.93455475 0.01717141],[0.94519016 0.        ],0.1,0.04994686503719448
1151,279,1,Popularity_Baseline,0.5,1.0,0.0,0.1,0.0,[855.94   4.58],[ 59.94 262.58],[0.93455475 0.01714328],[0.94519016 0.        ],0.1,0.04994686503719448
1152,332,1,Popularity_Baseline,0.5,1.0,0.0,0.1,0.0,[855.94   4.59],[ 59.94 263.59],[0.93455475 0.01711537],[0.94519016 0.        ],0.1,0.04994686503719448
1153,135,1,Popularity_Baseline,0.5,1.0,0.0,0.0,0.0,[855.94   4.6 ],[ 59.94 264.6 ],[0.93455475 0.01708767],[0.94519016 0.        ],0.1,0.04994686503719448
1154,51,1,Popularity_Baseline,0.5,1.0,0.0,0.6,0.0,[855.94   4.61],[ 59.94 265.61],[0.93455475 0.01706017],[0.94519016 0.        ],0.1,0.04994686503719448
1155,8,1,Popularity_Baseline,0.5,1.0,0.0,0.3,0.0,[855.94   4.62],[ 59.94 266.62],[0.93455475 0.01703289],[0.94519016 0.        ],0.1,0.04994686503719448
